	document_idx	title	sentence	sentence_type
1518	1085	In vitro and in vivo evaluation of guar gum matrix tablets for oral controlled release of water-soluble diltiazem hydrochloride.	When subjected to in vivo pharmacokinetic evaluation in healthy volunteers, the HM2 tablets provided a slow and prolonged drug release when compared with D-SR tablets.	none_sent
1519	1089	Grapefruit juice and licorice increase cortisol availability in patients with Addison's disease.	Failure to mirror the diurnal cortisol profile could contribute to the impaired subjective health status in Addison's disease (AD).	none_sent
1520	1093	The anti-gastropathic and anti-rheumatic effect of niga-ichigoside F1 and 23-hydroxytormentic acid isolated from the unripe fruits of Rubus coreanus in a rat model.	It was also shown that treatment with NIF1 or 23-HTA reduced gastric lesion extent, acidity and total gastric acid output induced by EtOH plus sodium salicylate in a gastric secretion test.	key_sent
1521	1093	The anti-gastropathic and anti-rheumatic effect of niga-ichigoside F1 and 23-hydroxytormentic acid isolated from the unripe fruits of Rubus coreanus in a rat model.	These results support the notion that the long-term administration of NIF1 or 23-HTA should overcome the adverse effects of synthetic anti-inflammatory dr	none_sent
1522	1094	High resolution X-ray structure of potent anti-HIV pokeweed antiviral protein-III.	Trigonal crystals of the modified PAP-III, with unit cell parameters a=b=80.47A, c=76.21A, were obtained using 30% PEG400 as the precipitant.	none_sent
1523	1095	The role of haem oxygenase-1 in the decrease of endothelial intercellular adhesion molecule-1 expression by curcumin.	Moreover, curcumin significantly inhibited pulmonary sequestration of leucocytes in response to lipopolysaccharide as evidenced by decrease of myeloperoxidase activity in lung tissue.	none_sent
1524	1096	Evaluating the potential role of pomegranate peel in aluminum-induced oxidative stress and histopathological alterations in brain of female rats.	Therefore, these results indicated that pomegranate peel methanolic extract could inhibit aluminum-induced oxidative stress and histopathological alternations in brain of female rats, and these effects may be related to anti-apoptotic and antioxidants activit	key_sent
1525	1099	Investigation of the potential immunomodulatory effects of resveratrol on equine whole blood: An in vitro investigation.	An anti-inflammatory effect for RES was not demonstrated under the current experimental conditions.	none_sent
1526	1100	Neuroprotective effect of Spirulina fusiform and amantadine in the 6-OHDA induced Parkinsonism in rats.	A higher percentage of improvement was shown in the reduction of ipsilateral (57.34%) and contralateral (78.3%) rotations in combination of spirulina with amantadine treated lesioned group rather than spirulina alone treated lesioned groups when compared with positive control lesioned group.	key_sent
1527	1100	Neuroprotective effect of Spirulina fusiform and amantadine in the 6-OHDA induced Parkinsonism in rats.	Body movements and locomotor activity were improved statistically (p<0.0001) significant in both treated lesioned groups (Combination of spirulina with amantadine and spirulina twice daily).	key_sent
1528	1100	Neuroprotective effect of Spirulina fusiform and amantadine in the 6-OHDA induced Parkinsonism in rats.	The levels of dopamine content had a statistically significant (p<0.0001) increase by 78.3% only in case of spirulina with amantadine treated lesioned group.	key_sent
1529	1101	Effects of berberine and metformin on intestinal inflammation and gut microbiome composition in db/db mice.	These effects have been speculated to occur via the gut microbiome.	none_sent
1530	1101	Effects of berberine and metformin on intestinal inflammation and gut microbiome composition in db/db mice.	In this study, we administered either berberine or metformin to db/db mice and investigated changes in body weight, food intake, and blood glucose levels.	none_sent
1531	1101	Effects of berberine and metformin on intestinal inflammation and gut microbiome composition in db/db mice.	Both berberine and metformin reduced food intake, body weight, and blood glucose and HbA1c levels.	none_sent
1532	1101	Effects of berberine and metformin on intestinal inflammation and gut microbiome composition in db/db mice.	Both treatments effectively restored the intestinal SCFA content, reduced the level of serum LPS, relieved intestinal inflammation, and repaired intestinal barrier structure.	none_sent
1533	1102	Oriental medicinal herb, Periploca sepium, extract inhibits growth and IL-6 production of human synovial fibroblast-like cells.	In cell culture studies, PSE inhibited the growth and IL-6 production of the cells in dose dependent manners.	key_sent
1534	1102	Oriental medicinal herb, Periploca sepium, extract inhibits growth and IL-6 production of human synovial fibroblast-like cells.	The extract of Glycyrrhiza glabra (GG), which has also been used to treat RA and chosen as a reference here, slightly inhibited the growth of RA cells.	none_sent
1535	1102	Oriental medicinal herb, Periploca sepium, extract inhibits growth and IL-6 production of human synovial fibroblast-like cells.	A study of PSE fractionation indicated that the active material inhibiting IL-6 production is filterable by ultrafiltration, suggesting that substances with low molecular weight might be involved in an inhibition of IL-6 production.	key_sent
1536	1102	Oriental medicinal herb, Periploca sepium, extract inhibits growth and IL-6 production of human synovial fibroblast-like cells.	These results support the view that PSE represents a rich source of growth inhibition and anti-IL 6 production.	key_sent
1537	1103	Enteromorpha and polysaccharides from enteromorpha ameliorate loperamide-induced constipation in mice.	Enteromorpha(EP)is a common marine alga, and the polysaccharide extracted from EP has been reported possessing anti-cancer and anti-inflammation effects.	none_sent
1538	1103	Enteromorpha and polysaccharides from enteromorpha ameliorate loperamide-induced constipation in mice.	We investigated the effect of EP and PEP on fecal water content, defecation frequency and gastrointestinal transit (GI) time of loperamide-induced STC mice.	none_sent
1539	1103	Enteromorpha and polysaccharides from enteromorpha ameliorate loperamide-induced constipation in mice.	Moreover, EP and PEP significantly decreased serum NO concentration, down-regulated VIPR1 expression and up-regulated 5-HT4 expression in distal colon.	key_sent
1540	1104	Development and in vitro/in vivo performance of self-nanoemulsifying drug delivery systems loaded with candesartan cilexetil.	 Candesartan cilexetil is widely used in the management of hypertension and heart failure.	none_sent
1541	1104	Development and in vitro/in vivo performance of self-nanoemulsifying drug delivery systems loaded with candesartan cilexetil.	The drug delivery encounters obstacles of poor aqueous solubility, efflux by intestinal P-glycoprotein and vulnerability to enzymatic degradation in small intestine.	key_sent
1542	1104	Development and in vitro/in vivo performance of self-nanoemulsifying drug delivery systems loaded with candesartan cilexetil.	Self-nanoemulsifying drug delivery systems (SNEDDS) loaded with candesartan cilexetil were successfully developed to overcome such obstacles.	none_sent
1543	1104	Development and in vitro/in vivo performance of self-nanoemulsifying drug delivery systems loaded with candesartan cilexetil.	The emulsification efficiency was significantly superior at pH6.8, at which the largest self-emulsifying region was also observed.	none_sent
1544	1104	Development and in vitro/in vivo performance of self-nanoemulsifying drug delivery systems loaded with candesartan cilexetil.	Formulation F15 (Peppermint oil 55% w/w: Cremophor RH40 25% w/w: Labrasol 20% w/w) was selected for further characterization.	none_sent
1545	1105	Screening and isolation of antibiotic resistance inhibitors from herb materials IV-resistance inhibitors from Anetheum graveolens and Acorus gramineus.	The hexane fractions from methanolic extracts of Anetheum graveolens L. (Umbelliferae) and Acorus gramineus Soland.	key_sent
1546	1105	Screening and isolation of antibiotic resistance inhibitors from herb materials IV-resistance inhibitors from Anetheum graveolens and Acorus gramineus.	(Araceae), revealed potent inhibitory activities against the resistance of multi-drug resistant Staphylococcus aureus SA2 when combined with ampicillin (Am) or chloramphenicol (Cm).	key_sent
1547	1108	The small GTPases regulate HMC05-induced NQO-1 expression with an antioxidant effect in smooth muscle cells.	Taken together, this is the first study to demonstrate that HMC05 is efficacious in protection against oxidative stress through NOQ-1 gene induction via the regulation of RhoA and/or Ras, and that berberine and hesperidin are major components of NQO-1 gene induction.	none_sent
1548	1109	Effect of Physalis peruviana L. on cadmium-induced testicular toxicity in rats.	Changes in body and testes weights were determined.	none_sent
1549	1109	Effect of Physalis peruviana L. on cadmium-induced testicular toxicity in rats.	Pretreatment with MEPh was associated with significant reduction in the toxic effects of Cd as shown by reduced testicular levels of malondialdehyde, nitric oxide, and caspase-3 expression and increased glutathione content, and the activities of superoxide dismutase, catalase, glutathione reductase, glutathione peroxidase, and testosterone were also increased.	key_sent
1550	1109	Effect of Physalis peruviana L. on cadmium-induced testicular toxicity in rats.	Testicular histopathology showed that Cd produced an extensive germ cell apoptosis, and the pretreatment of MEPh in Cd-treated rats significantly reduced Cd-induced testicular damage.	key_sent
